"host time (us)","GPU PowerVR Series8XEP, GE8320, Device 0/Frame time","GPU PowerVR Series8XEP, GE8320, Device 0/Frames per second (FPS)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU clock speed","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory interface load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory read bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory total bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory write bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiler triangle load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiles per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangle ratio (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per draw","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Vertices per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/HSR efficiency (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP pixel load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP tiles in flight (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Overdraw","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Z load/store (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per pixel","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per vertex","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: compute (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: pixel (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: vertex (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Register overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shader processing load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texture overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texturing active (%)","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 482 (-)/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 482 (-)/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time"
828803500000,8.45E-02,1.18E+01,7.87E+08,2.40E+01,1.71E+09,3.03E+09,1.32E+09,5.83E+01,4.93E-02,2.91E-02,7.40E+01,6.25E-02,3.70E-02,1.55E+01,1.67E+00,3.93E+01,5.30E+03,2.56E+06,3.06E+07,1.01E+06,1.20E+07,1.07E+00,0.00E+00,2.01E-01,1.00E+02,8.32E+06,9.93E+07,1.05E+00,8.50E+00,0.00E+00,0.00E+00,1.96E+01,4.14E+01,0.00E+00,1.62E+01,1.07E+01,0.00E+00,8.78E+06,1.05E+08,2.75E+06,3.28E+07,2.70E+01,9.39E-02,7.73E+01,0.00E+00,4.93E-02,,0.00E+00,2.91E-02,0.00E+00,6.25E-02,,0.00E+00,3.70E-02
828803550000,8.16E-02,1.22E+01,7.86E+08,2.01E+01,1.33E+09,2.53E+09,1.20E+09,8.96E+01,7.32E-02,4.48E-02,1.98E+01,1.61E-02,9.89E-03,2.16E+00,2.27E+00,2.88E+01,9.93E+02,3.46E+05,4.24E+06,9.95E+04,1.22E+06,1.05E+00,0.00E+00,4.15E-01,1.00E+02,1.04E+07,1.28E+08,1.19E+00,1.26E+01,0.00E+00,0.00E+00,4.69E+01,5.29E+01,0.00E+00,5.67E+01,1.87E+00,0.00E+00,1.24E+07,1.52E+08,3.63E+05,4.44E+06,5.86E+01,1.12E+00,6.05E+01,0.00E+00,7.32E-02,,0.00E+00,4.48E-02,0.00E+00,1.61E-02,,0.00E+00,9.89E-03
828803600000,9.46E-02,1.06E+01,6.50E+08,3.13E+01,1.92E+09,3.31E+09,1.38E+09,5.32E+01,5.04E-02,2.66E-02,6.71E+01,6.35E-02,3.36E-02,1.91E+01,1.62E+00,4.16E+01,1.04E+04,2.81E+06,3.15E+07,1.17E+06,1.31E+07,1.02E+00,0.00E+00,2.82E-01,1.00E+02,8.93E+06,1.00E+08,1.13E+00,1.59E+01,0.00E+00,0.00E+00,1.63E+01,4.41E+01,0.00E+00,1.75E+01,1.33E+01,0.00E+00,1.01E+07,1.13E+08,2.85E+06,3.20E+07,3.09E+01,1.23E-01,8.69E+01,0.00E+00,5.04E-02,,0.00E+00,2.66E-02,0.00E+00,6.35E-02,,0.00E+00,3.36E-02
828803650000,9.24E-02,1.08E+01,6.50E+08,1.62E+01,7.07E+08,1.68E+09,9.78E+08,9.31E+01,8.60E-02,4.65E-02,2.35E+01,2.17E-02,1.18E-02,1.20E+00,2.37E+00,4.90E+01,4.67E+02,1.81E+05,1.95E+06,8.86E+04,9.58E+05,1.09E+00,0.00E+00,3.04E-01,1.00E+02,1.01E+07,1.10E+08,1.09E+00,1.03E+01,0.00E+00,0.00E+00,5.66E+01,5.99E+01,0.00E+00,6.52E+01,1.23E+00,0.00E+00,1.11E+07,1.20E+08,1.98E+05,2.14E+06,6.64E+01,2.31E+00,5.43E+01,0.00E+00,8.60E-02,,0.00E+00,4.65E-02,0.00E+00,2.17E-02,,0.00E+00,1.18E-02
828803700000,8.97E-02,1.11E+01,6.50E+08,3.49E+01,2.27E+09,3.62E+09,1.36E+09,6.72E+01,6.03E-02,3.36E-02,7.05E+01,6.32E-02,3.52E-02,1.81E+01,1.59E+00,3.83E+01,7.76E+03,2.63E+06,2.93E+07,1.01E+06,1.12E+07,1.01E+00,0.00E+00,3.22E-01,1.00E+02,8.88E+06,9.89E+07,1.09E+00,1.24E+01,0.00E+00,0.00E+00,1.51E+01,4.56E+01,0.00E+00,1.57E+01,1.31E+01,0.00E+00,9.68E+06,1.08E+08,2.67E+06,2.97E+07,2.88E+01,4.61E-01,7.21E+01,0.00E+00,6.03E-02,,0.00E+00,3.36E-02,0.00E+00,6.32E-02,,0.00E+00,3.52E-02
828803750000,9.73E-02,1.03E+01,6.50E+08,1.94E+01,9.18E+08,2.01E+09,1.10E+09,9.45E+01,9.19E-02,4.72E-02,4.19E+01,4.08E-02,2.10E-02,3.71E+00,1.74E+00,6.66E+01,2.41E+03,5.87E+05,6.03E+06,3.91E+05,4.02E+06,1.03E+00,0.00E+00,2.63E-01,1.00E+02,1.12E+07,1.15E+08,1.00E+00,5.56E+00,0.00E+00,0.00E+00,5.78E+01,4.30E+01,0.00E+00,6.40E+01,2.58E+00,0.00E+00,1.12E+07,1.15E+08,6.05E+05,6.22E+06,6.66E+01,2.49E+00,5.58E+01,0.00E+00,9.19E-02,,0.00E+00,4.72E-02,0.00E+00,4.08E-02,,0.00E+00,2.10E-02
828803800000,1.02E-01,9.80E+00,6.50E+08,3.66E+01,2.29E+09,3.80E+09,1.52E+09,9.48E+01,9.68E-02,4.74E-02,7.63E+01,7.79E-02,3.82E-02,1.51E+01,1.61E+00,3.48E+01,6.19E+03,2.50E+06,2.45E+07,8.71E+05,8.54E+06,1.01E+00,0.00E+00,4.20E-01,1.00E+02,1.31E+07,1.28E+08,1.11E+00,2.13E+01,0.00E+00,0.00E+00,2.44E+01,4.60E+01,0.00E+00,3.35E+01,1.10E+01,0.00E+00,1.46E+07,1.43E+08,2.54E+06,2.48E+07,4.44E+01,9.10E-01,7.58E+01,0.00E+00,9.68E-02,,0.00E+00,4.74E-02,0.00E+00,7.79E-02,,0.00E+00,3.82E-02
828803850000,9.51E-02,1.05E+01,6.50E+08,1.97E+01,1.03E+09,2.05E+09,1.02E+09,9.50E+01,9.04E-02,4.75E-02,1.08E+01,1.02E-02,5.39E-03,1.45E+00,9.61E+00,3.31E+00,1.34E+03,2.24E+05,2.36E+06,7.43E+03,7.81E+04,1.34E+00,0.00E+00,2.96E-01,1.00E+02,1.23E+07,1.30E+08,1.02E+00,5.94E+00,0.00E+00,0.00E+00,4.34E+01,3.05E+01,0.00E+00,5.51E+01,9.32E-01,0.00E+00,1.26E+07,1.32E+08,3.02E+05,3.17E+06,5.60E+01,1.19E+00,5.74E+01,0.00E+00,9.04E-02,,0.00E+00,4.75E-02,0.00E+00,1.02E-02,,0.00E+00,5.39E-03
828803900000,9.10E-02,1.10E+01,6.50E+08,3.23E+01,1.92E+09,3.36E+09,1.44E+09,6.59E+01,6.00E-02,3.29E-02,8.17E+01,7.43E-02,4.08E-02,2.01E+01,1.61E+00,3.76E+01,7.00E+03,2.97E+06,3.26E+07,1.12E+06,1.23E+07,1.04E+00,0.00E+00,3.41E-01,1.00E+02,1.00E+07,1.10E+08,1.16E+00,2.02E+01,0.00E+00,0.00E+00,2.12E+01,4.39E+01,0.00E+00,2.60E+01,1.43E+01,0.00E+00,1.16E+07,1.28E+08,3.08E+06,3.38E+07,4.03E+01,3.83E-01,8.11E+01,0.00E+00,6.00E-02,,0.00E+00,3.29E-02,0.00E+00,7.43E-02,,0.00E+00,4.08E-02
828803950000,9.31E-02,1.07E+01,6.50E+08,2.27E+01,1.28E+09,2.35E+09,1.08E+09,9.55E+01,8.89E-02,4.78E-02,6.07E+01,5.65E-02,3.04E-02,8.18E+00,1.72E+00,4.05E+01,4.59E+03,1.24E+06,1.33E+07,5.01E+05,5.38E+06,1.13E+00,0.00E+00,2.60E-01,1.00E+02,9.57E+06,1.03E+08,1.01E+00,5.55E+00,0.00E+00,0.00E+00,5.73E+01,3.83E+01,0.00E+00,5.75E+01,5.52E+00,0.00E+00,9.71E+06,1.04E+08,1.39E+06,1.50E+07,6.30E+01,1.27E+00,6.01E+01,0.00E+00,8.89E-02,,0.00E+00,4.78E-02,0.00E+00,5.65E-02,,0.00E+00,3.04E-02
828804000000,9.37E-02,1.07E+01,6.50E+08,3.13E+01,1.79E+09,3.25E+09,1.46E+09,9.37E+01,8.78E-02,4.69E-02,7.08E+01,6.63E-02,3.54E-02,1.42E+01,1.58E+00,3.11E+01,6.49E+03,2.16E+06,2.30E+07,6.71E+05,7.16E+06,1.01E+00,0.00E+00,4.07E-01,1.00E+02,1.21E+07,1.29E+08,1.08E+00,2.12E+01,0.00E+00,0.00E+00,2.66E+01,4.57E+01,0.00E+00,3.55E+01,1.03E+01,0.00E+00,1.30E+07,1.39E+08,2.18E+06,2.33E+07,4.58E+01,9.34E-01,7.60E+01,0.00E+00,8.78E-02,,0.00E+00,4.69E-02,0.00E+00,6.63E-02,,0.00E+00,3.54E-02
828804050000,2.32E-01,4.31E+00,6.50E+08,2.69E+01,1.62E+09,2.79E+09,1.18E+09,9.61E+01,2.23E-01,4.80E-02,5.22E+01,1.21E-01,2.61E-02,9.28E+00,1.65E+00,4.10E+01,1.18E+04,3.50E+06,1.51E+07,1.43E+06,6.18E+06,1.01E+00,0.00E+00,3.23E-01,1.00E+02,2.47E+07,1.06E+08,1.07E+00,1.06E+01,0.00E+00,0.00E+00,4.44E+01,4.40E+01,0.00E+00,4.87E+01,6.43E+00,0.00E+00,2.65E+07,1.14E+08,3.52E+06,1.52E+07,5.51E+01,1.75E+00,6.93E+01,0.00E+00,2.23E-01,,0.00E+00,4.80E-02,0.00E+00,1.21E-01,,0.00E+00,2.61E-02
828804100000,2.74E-01,3.65E+00,6.50E+08,2.31E+01,1.20E+09,2.41E+09,1.21E+09,6.56E+01,1.80E-01,3.28E-02,3.43E+01,9.40E-02,1.71E-02,9.36E+00,1.57E+00,4.27E+01,4.69E+03,4.17E+06,1.52E+07,1.78E+06,6.49E+06,1.02E+00,0.00E+00,3.04E-01,1.00E+02,2.97E+07,1.08E+08,1.02E+00,9.07E+00,0.00E+00,0.00E+00,3.23E+01,4.65E+01,0.00E+00,3.45E+01,6.91E+00,0.00E+00,3.04E+07,1.11E+08,4.23E+06,1.54E+07,4.14E+01,9.19E-01,5.53E+01,0.00E+00,1.80E-01,,0.00E+00,3.28E-02,0.00E+00,9.40E-02,,0.00E+00,1.71E-02
828804150000,2.74E-01,3.65E+00,6.50E+08,2.06E+01,1.09E+09,2.24E+09,1.14E+09,7.14E+01,1.96E-01,3.57E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.00E+00,3.52E-01,1.00E+02,2.71E+07,1.28E+08,1.04E+00,9.68E+00,0.00E+00,0.00E+00,3.57E+01,,0.00E+00,4.36E+01,0.00E+00,0.00E+00,2.81E+07,1.33E+08,0.00E+00,0.00E+00,4.36E+01,6.28E-01,6.81E+01,0.00E+00,1.96E-01,,0.00E+00,3.57E-02,0.00E+00,0.00E+00,,0.00E+00,0.00E+00
828804200000,2.74E-01,3.65E+00,,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00E+00,0.00E+00,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.00E+00,0.00E+00
828804250000,2.74E-01,3.65E+00,,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00E+00,0.00E+00,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.00E+00,0.00E+00
828804300000,1.58E-01,6.31E+00,6.50E+08,4.37E+00,3.34E+08,6.79E+08,3.44E+08,4.21E+00,6.66E-03,2.10E-03,7.37E+00,1.17E-02,3.69E-03,4.52E+00,6.34E+00,4.70E+00,1.53E+03,3.74E+05,1.10E+07,1.76E+04,5.16E+05,1.34E+00,0.00E+00,3.92E-02,1.00E+02,8.30E+05,2.44E+07,1.00E+00,8.14E-01,0.00E+00,0.00E+00,6.06E+01,3.05E+01,0.00E+00,9.51E+00,2.90E+00,0.00E+00,8.30E+05,2.44E+07,5.02E+05,1.48E+07,1.24E+01,1.32E-01,7.21E+01,0.00E+00,6.66E-03,,0.00E+00,2.10E-03,0.00E+00,1.17E-02,,0.00E+00,3.69E-03
828804350000,1.01E-01,9.95E+00,6.50E+08,2.83E+01,1.70E+09,2.95E+09,1.25E+09,6.27E+01,6.31E-02,3.14E-02,7.91E+01,7.95E-02,3.95E-02,1.98E+01,1.60E+00,4.07E+01,6.21E+03,3.17E+06,3.22E+07,1.29E+06,1.31E+07,1.04E+00,0.00E+00,3.30E-01,1.00E+02,7.99E+06,8.10E+07,1.20E+00,1.47E+01,0.00E+00,0.00E+00,3.02E+01,4.38E+01,0.00E+00,2.81E+01,1.40E+01,0.00E+00,9.57E+06,9.70E+07,3.30E+06,3.34E+07,4.22E+01,6.18E-01,7.47E+01,0.00E+00,6.31E-02,,0.00E+00,3.14E-02,0.00E+00,7.95E-02,,0.00E+00,3.95E-02
828804400000,1.08E-01,9.25E+00,6.50E+08,1.88E+01,9.57E+08,1.98E+09,1.02E+09,8.87E+01,9.59E-02,4.44E-02,5.53E+00,5.98E-03,2.77E-03,5.68E-04,3.63E+02,1.00E+02,1.50E+00,9.73E+01,9.31E+02,9.73E+01,9.31E+02,2.00E+00,0.00E+00,3.10E-01,1.00E+02,1.22E+07,1.16E+08,1.03E+00,9.19E+00,0.00E+00,0.00E+00,3.59E+01,6.13E+01,0.00E+00,4.11E+01,1.09E-03,0.00E+00,1.25E+07,1.20E+08,1.95E+02,1.86E+03,4.11E+01,1.17E+00,6.78E+01,0.00E+00,9.59E-02,,0.00E+00,4.44E-02,0.00E+00,5.98E-03,,0.00E+00,2.77E-03
828804450000,1.21E-01,8.25E+00,6.50E+08,2.88E+01,1.83E+09,3.08E+09,1.26E+09,4.82E+01,5.84E-02,2.41E-02,7.18E+01,8.70E-02,3.59E-02,2.02E+01,1.59E+00,4.23E+01,1.51E+04,3.59E+06,3.38E+07,1.52E+06,1.43E+07,1.03E+00,0.00E+00,2.31E-01,1.00E+02,9.87E+06,9.28E+07,1.09E+00,1.28E+01,0.00E+00,0.00E+00,1.84E+01,4.30E+01,0.00E+00,1.73E+01,1.40E+01,0.00E+00,1.07E+07,1.01E+08,3.72E+06,3.50E+07,3.13E+01,4.47E-01,8.41E+01,0.00E+00,5.84E-02,,0.00E+00,2.41E-02,0.00E+00,8.70E-02,,0.00E+00,3.59E-02
828804500000,1.21E-01,8.25E+00,6.50E+08,1.73E+01,9.31E+08,1.80E+09,8.70E+08,9.22E+01,1.12E-01,4.61E-02,7.00E+00,8.48E-03,3.50E-03,1.04E+00,2.06E+00,2.80E+00,5.82E+02,2.04E+05,1.69E+06,5.73E+03,4.73E+04,1.08E+00,0.00E+00,2.73E-01,1.00E+02,1.25E+07,1.03E+08,1.02E+00,5.73E+00,0.00E+00,0.00E+00,5.24E+01,5.84E+01,0.00E+00,5.34E+01,1.02E+00,0.00E+00,1.28E+07,1.06E+08,2.20E+05,1.82E+06,5.44E+01,1.55E+00,5.97E+01,0.00E+00,1.12E-01,,0.00E+00,4.61E-02,0.00E+00,8.48E-03,,0.00E+00,3.50E-03
828804550000,1.16E-01,8.60E+00,6.50E+08,1.77E+01,9.91E+08,1.97E+09,9.82E+08,2.82E+01,3.28E-02,1.41E-02,3.44E+01,4.00E-02,1.72E-02,1.16E+01,1.75E+00,3.63E+01,3.98E+03,1.81E+06,2.01E+07,6.59E+05,7.30E+06,1.16E+00,0.00E+00,1.55E-01,1.00E+02,7.83E+06,8.67E+07,1.01E+00,5.93E+00,0.00E+00,0.00E+00,1.75E+01,3.68E+01,0.00E+00,1.38E+01,7.75E+00,0.00E+00,7.93E+06,8.79E+07,2.11E+06,2.34E+07,2.15E+01,2.93E-01,7.13E+01,0.00E+00,3.28E-02,,0.00E+00,1.41E-02,0.00E+00,4.00E-02,,0.00E+00,1.72E-02
828804600000,1.16E-01,8.61E+00,6.50E+08,2.52E+01,1.42E+09,2.62E+09,1.20E+09,8.21E+01,9.53E-02,4.10E-02,6.25E+01,7.25E-02,3.12E-02,1.35E+01,1.56E+00,3.24E+01,5.85E+03,2.54E+06,2.19E+07,8.24E+05,7.09E+06,1.01E+00,0.00E+00,3.93E-01,1.00E+02,1.20E+07,1.04E+08,1.17E+00,2.07E+01,0.00E+00,0.00E+00,3.63E+01,4.58E+01,0.00E+00,4.23E+01,9.78E+00,0.00E+00,1.40E+07,1.21E+08,2.58E+06,2.22E+07,5.20E+01,8.08E-01,7.09E+01,0.00E+00,9.53E-02,,0.00E+00,4.10E-02,0.00E+00,7.25E-02,,0.00E+00,3.12E-02
828804650000,9.50E-02,1.05E+01,6.50E+08,2.64E+01,1.56E+09,2.75E+09,1.18E+09,7.64E+01,7.26E-02,3.82E-02,4.56E+01,4.33E-02,2.28E-02,1.21E+01,1.73E+00,3.16E+01,5.34E+03,1.87E+06,1.96E+07,5.90E+05,6.21E+06,1.10E+00,0.00E+00,2.82E-01,1.00E+02,9.90E+06,1.04E+08,1.03E+00,8.39E+00,0.00E+00,0.00E+00,3.40E+01,3.97E+01,0.00E+00,3.52E+01,8.23E+00,0.00E+00,1.02E+07,1.08E+08,2.05E+06,2.16E+07,4.35E+01,8.84E-01,7.35E+01,0.00E+00,7.26E-02,,0.00E+00,3.82E-02,0.00E+00,4.33E-02,,0.00E+00,2.28E-02
828804700000,8.70E-02,1.15E+01,6.50E+08,2.51E+01,1.33E+09,2.61E+09,1.28E+09,8.79E+01,7.65E-02,4.40E-02,4.69E+01,4.08E-02,2.34E-02,9.59E+00,1.56E+00,4.24E+01,4.23E+03,1.36E+06,1.56E+07,5.75E+05,6.61E+06,1.02E+00,0.00E+00,4.21E-01,1.00E+02,1.02E+07,1.17E+08,1.10E+00,1.54E+01,0.00E+00,0.00E+00,3.98E+01,4.66E+01,0.00E+00,4.92E+01,7.10E+00,0.00E+00,1.12E+07,1.29E+08,1.38E+06,1.58E+07,5.63E+01,1.03E+00,6.54E+01,0.00E+00,7.65E-02,,0.00E+00,4.40E-02,0.00E+00,4.08E-02,,0.00E+00,2.34E-02
828804750000,1.05E-01,9.56E+00,6.50E+08,2.05E+01,1.18E+09,2.30E+09,1.12E+09,7.05E+01,7.37E-02,3.52E-02,1.43E+01,1.49E-02,7.13E-03,3.50E+00,2.66E+00,1.31E+01,1.93E+03,5.55E+05,6.14E+06,7.29E+04,8.07E+05,1.31E+00,0.00E+00,2.68E-01,1.00E+02,1.24E+07,1.37E+08,1.03E+00,8.05E+00,0.00E+00,0.00E+00,2.43E+01,3.15E+01,0.00E+00,3.05E+01,2.27E+00,0.00E+00,1.27E+07,1.41E+08,7.30E+05,8.07E+06,3.28E+01,8.28E-01,6.81E+01,0.00E+00,7.37E-02,,0.00E+00,3.52E-02,0.00E+00,1.49E-02,,0.00E+00,7.13E-03
828804800000,1.06E-01,9.41E+00,6.50E+08,2.80E+01,1.63E+09,2.91E+09,1.27E+09,7.10E+01,7.54E-02,3.55E-02,6.83E+01,7.26E-02,3.41E-02,1.67E+01,1.57E+00,4.47E+01,8.65E+03,2.88E+06,2.71E+07,1.29E+06,1.21E+07,1.01E+00,0.00E+00,3.35E-01,1.00E+02,9.76E+06,9.18E+07,1.13E+00,1.47E+01,0.00E+00,0.00E+00,3.49E+01,4.51E+01,0.00E+00,3.47E+01,1.19E+01,0.00E+00,1.10E+07,1.03E+08,2.91E+06,2.74E+07,4.65E+01,6.74E-01,7.46E+01,0.00E+00,7.54E-02,,0.00E+00,3.55E-02,0.00E+00,7.26E-02,,0.00E+00,3.41E-02
828804850000,1.17E-01,8.57E+00,6.50E+08,2.68E+01,1.48E+09,2.79E+09,1.31E+09,8.89E+01,1.04E-01,4.44E-02,4.86E+01,5.67E-02,2.43E-02,9.57E+00,1.73E+00,4.40E+01,8.81E+03,1.81E+06,1.55E+07,7.97E+05,6.83E+06,1.06E+00,0.00E+00,3.24E-01,1.00E+02,1.33E+07,1.14E+08,1.02E+00,1.59E+01,0.00E+00,0.00E+00,3.07E+01,4.15E+01,0.00E+00,3.43E+01,6.57E+00,0.00E+00,1.35E+07,1.16E+08,1.92E+06,1.65E+07,4.09E+01,1.45E+00,7.45E+01,0.00E+00,1.04E-01,,0.00E+00,4.44E-02,0.00E+00,5.67E-02,,0.00E+00,2.43E-02
828804900000,1.20E-01,8.36E+00,6.50E+08,2.20E+01,1.20E+09,2.29E+09,1.09E+09,9.37E+01,1.12E-01,4.69E-02,3.20E+01,3.83E-02,1.60E-02,6.46E+00,1.51E+00,4.20E+01,4.13E+03,1.25E+06,1.05E+07,5.27E+05,4.41E+06,1.01E+00,0.00E+00,3.08E-01,1.00E+02,1.29E+07,1.07E+08,1.07E+00,1.14E+01,0.00E+00,0.00E+00,4.57E+01,4.64E+01,0.00E+00,5.03E+01,4.75E+00,0.00E+00,1.37E+07,1.15E+08,1.27E+06,1.06E+07,5.51E+01,1.49E+00,6.41E+01,0.00E+00,1.12E-01,,0.00E+00,4.69E-02,0.00E+00,3.83E-02,,0.00E+00,1.60E-02
828804950000,1.08E-01,9.28E+00,6.50E+08,1.70E+01,9.84E+08,2.03E+09,1.04E+09,3.14E+01,3.38E-02,1.57E-02,2.56E+00,2.76E-03,1.28E-03,9.06E-04,3.63E+02,1.00E+02,1.50E+00,9.70E+01,1.69E+03,9.70E+01,1.69E+03,2.00E+00,0.00E+00,2.17E-01,1.00E+02,7.76E+06,1.35E+08,1.03E+00,8.16E+00,0.00E+00,0.00E+00,9.01E+00,6.13E+01,0.00E+00,1.05E+01,1.74E-03,0.00E+00,7.97E+06,1.39E+08,1.94E+02,3.38E+03,1.05E+01,1.01E-01,8.90E+01,0.00E+00,3.38E-02,,0.00E+00,1.57E-02,0.00E+00,2.76E-03,,0.00E+00,1.28E-03
828805000000,9.42E-02,1.06E+01,6.50E+08,2.42E+01,1.56E+09,2.71E+09,1.15E+09,3.16E+01,2.98E-02,1.58E-02,5.70E+01,5.37E-02,2.85E-02,2.10E+01,1.65E+00,3.42E+01,8.13E+03,2.78E+06,3.67E+07,9.51E+05,1.26E+07,1.12E+00,0.00E+00,1.57E-01,1.00E+02,6.26E+06,8.27E+07,1.01E+00,7.41E+00,0.00E+00,0.00E+00,1.70E+01,3.90E+01,0.00E+00,1.26E+01,1.43E+01,0.00E+00,6.31E+06,8.34E+07,3.10E+06,4.09E+07,2.69E+01,1.82E-01,7.18E+01,0.00E+00,2.98E-02,,0.00E+00,1.58E-02,0.00E+00,5.37E-02,,0.00E+00,2.85E-02
828805050000,1.21E-01,8.23E+00,6.50E+08,1.90E+01,1.01E+09,1.97E+09,9.59E+08,9.49E+01,1.15E-01,4.74E-02,2.13E+01,2.58E-02,1.06E-02,3.03E+00,1.36E+00,3.91E+01,2.01E+03,5.98E+05,4.92E+06,2.34E+05,1.92E+06,1.02E+00,0.00E+00,3.49E-01,1.00E+02,1.29E+07,1.06E+08,1.19E+00,1.75E+01,0.00E+00,0.00E+00,4.73E+01,4.80E+01,0.00E+00,5.72E+01,2.32E+00,0.00E+00,1.53E+07,1.26E+08,6.11E+05,5.03E+06,5.95E+01,1.02E+00,5.94E+01,0.00E+00,1.15E-01,,0.00E+00,4.74E-02,0.00E+00,2.58E-02,,0.00E+00,1.06E-02
828805100000,1.65E-01,6.06E+00,6.50E+08,1.57E+01,9.07E+08,1.90E+09,9.89E+08,2.98E+01,4.91E-02,1.49E-02,1.41E+01,2.33E-02,7.07E-03,6.24E+00,1.01E+01,1.18E+00,2.44E+03,1.17E+06,1.18E+07,1.38E+04,1.40E+05,1.34E+00,0.00E+00,1.83E-01,1.00E+02,1.23E+07,1.24E+08,1.02E+00,7.05E+00,0.00E+00,0.00E+00,1.26E+01,3.05E+01,0.00E+00,1.31E+01,4.00E+00,0.00E+00,1.25E+07,1.26E+08,1.57E+06,1.59E+07,1.71E+01,1.91E-01,7.28E+01,0.00E+00,4.91E-02,,0.00E+00,1.49E-02,0.00E+00,2.33E-02,,0.00E+00,7.07E-03
