"host time (us)","GPU PowerVR Series8XEP, GE8320, Device 0/Frame time","GPU PowerVR Series8XEP, GE8320, Device 0/Frames per second (FPS)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU clock speed","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory interface load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory read bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory total bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory write bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiler triangle load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiles per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangle ratio (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per draw","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Vertices per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/HSR efficiency (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP pixel load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP tiles in flight (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Overdraw","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Z load/store (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per pixel","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per vertex","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: compute (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: pixel (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: vertex (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Register overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shader processing load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texture overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texturing active (%)","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 482 (-)/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 482 (-)/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 23990 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time"
828801900000,1.35E-01,7.40E+00,6.50E+08,2.76E+01,1.61E+09,2.89E+09,1.28E+09,5.97E+01,8.06E-02,2.98E-02,4.40E+01,5.95E-02,2.20E-02,1.32E+01,1.72E+00,3.61E+01,9.52E+03,2.76E+06,2.16E+07,9.97E+05,7.79E+06,1.06E+00,0.00E+00,2.72E-01,1.00E+02,1.51E+07,1.18E+08,1.06E+00,1.27E+01,0.00E+00,0.00E+00,1.53E+01,4.15E+01,0.00E+00,1.82E+01,9.04E+00,0.00E+00,1.60E+07,1.25E+08,2.92E+06,2.28E+07,2.73E+01,2.88E-01,7.77E+01,0.00E+00,8.06E-02,,0.00E+00,2.98E-02,0.00E+00,5.95E-02,,0.00E+00,2.20E-02
828801950000,1.35E-01,7.40E+00,6.50E+08,1.99E+01,1.05E+09,2.07E+09,1.02E+09,8.90E+01,1.20E-01,4.45E-02,3.16E+01,4.27E-02,1.58E-02,6.90E+00,1.52E+00,4.10E+01,3.82E+03,1.51E+06,1.12E+07,6.22E+05,4.60E+06,1.02E+00,0.00E+00,2.95E-01,1.00E+02,1.34E+07,9.94E+07,1.06E+00,9.00E+00,0.00E+00,0.00E+00,5.16E+01,4.69E+01,0.00E+00,5.25E+01,5.14E+00,0.00E+00,1.43E+07,1.06E+08,1.54E+06,1.14E+07,5.76E+01,1.70E+00,6.13E+01,0.00E+00,1.20E-01,,0.00E+00,4.45E-02,0.00E+00,4.27E-02,,0.00E+00,1.58E-02
828802000000,1.56E-01,6.40E+00,6.50E+08,2.00E+01,1.27E+09,2.33E+09,1.06E+09,3.70E+01,5.79E-02,1.85E-02,1.50E+00,2.34E-03,7.48E-04,5.59E-04,3.63E+02,1.00E+02,1.50E+00,8.44E+01,1.02E+03,8.44E+01,1.02E+03,2.00E+00,0.00E+00,2.65E-01,1.00E+02,1.09E+07,1.31E+08,1.09E+00,8.22E+00,0.00E+00,0.00E+00,9.48E+00,6.13E+01,0.00E+00,1.17E+01,1.07E-03,0.00E+00,1.19E+07,1.43E+08,1.69E+02,2.03E+03,1.17E+01,9.89E-02,8.76E+01,0.00E+00,5.79E-02,,0.00E+00,1.85E-02,0.00E+00,2.34E-03,,0.00E+00,7.48E-04
828802050000,2.34E-01,4.28E+00,6.50E+08,9.07E+00,5.28E+08,1.02E+09,4.94E+08,9.56E+00,2.23E-02,4.78E-03,2.30E+00,5.37E-03,1.15E-03,7.00E-04,3.63E+02,1.00E+02,1.50E+00,1.82E+02,1.23E+03,1.82E+02,1.23E+03,2.00E+00,,0.00E+00,,1.82E+07,1.23E+08,1.00E+00,0.00E+00,0.00E+00,0.00E+00,4.06E+00,6.13E+01,0.00E+00,4.45E+00,1.34E-03,0.00E+00,1.82E+07,1.23E+08,3.64E+02,2.47E+03,4.45E+00,3.87E-02,9.50E+01,0.00E+00,2.23E-02,,0.00E+00,4.78E-03,0.00E+00,5.37E-03,,0.00E+00,1.15E-03
828802100000,2.34E-01,4.28E+00,6.50E+08,1.63E+01,8.47E+08,1.70E+09,8.51E+08,6.39E+01,1.49E-01,3.20E-02,8.59E+01,2.01E-01,4.30E-02,1.74E+01,2.54E+00,6.64E+00,2.26E+03,6.45E+06,2.84E+07,4.29E+05,1.88E+06,1.39E+00,0.00E+00,3.77E-01,1.00E+02,1.70E+07,7.47E+07,1.30E+00,1.51E+01,0.00E+00,0.00E+00,5.07E+01,2.85E+01,0.00E+00,4.73E+01,1.08E+01,0.00E+00,2.21E+07,9.72E+07,8.98E+06,3.95E+07,5.80E+01,4.21E-01,3.68E+01,0.00E+00,1.49E-01,,0.00E+00,3.20E-02,0.00E+00,2.01E-01,,0.00E+00,4.30E-02
828802150000,2.34E-01,4.28E+00,6.50E+08,1.65E+01,8.50E+08,1.71E+09,8.62E+08,6.87E+01,1.60E-01,3.43E-02,9.20E+01,2.15E-01,4.60E-02,1.72E+01,3.24E+00,4.16E+00,2.28E+03,6.52E+06,2.79E+07,2.71E+05,1.16E+06,1.38E+00,0.00E+00,4.56E-01,1.00E+02,1.95E+07,8.35E+07,1.39E+00,1.85E+01,0.00E+00,0.00E+00,4.49E+01,2.86E+01,0.00E+00,5.01E+01,1.06E+01,0.00E+00,2.70E+07,1.16E+08,8.99E+06,3.85E+07,6.06E+01,6.64E-01,3.79E+01,0.00E+00,1.60E-01,,0.00E+00,3.43E-02,0.00E+00,2.15E-01,,0.00E+00,4.60E-02
828802200000,2.34E-01,4.28E+00,6.50E+08,2.97E+01,1.80E+09,3.09E+09,1.30E+09,6.64E+01,1.55E-01,3.32E-02,9.16E+01,2.14E-01,4.58E-02,2.13E+01,1.64E+00,3.44E+01,8.75E+03,8.09E+06,3.46E+07,2.78E+06,1.19E+07,1.08E+00,0.00E+00,6.30E-01,1.00E+02,2.08E+07,8.90E+07,1.60E+00,2.60E+01,0.00E+00,0.00E+00,2.69E+01,4.03E+01,0.00E+00,3.68E+01,1.46E+01,0.00E+00,3.33E+07,1.43E+08,8.77E+06,3.75E+07,5.14E+01,3.91E-01,7.02E+01,0.00E+00,1.55E-01,,0.00E+00,3.32E-02,0.00E+00,2.14E-01,,0.00E+00,4.58E-02
828802250000,8.78E-02,1.14E+01,6.50E+08,2.58E+01,1.47E+09,2.69E+09,1.21E+09,7.31E+01,6.42E-02,3.65E-02,3.86E+01,3.39E-02,1.93E-02,8.27E+00,1.88E+00,2.85E+01,2.46E+03,1.16E+06,1.35E+07,3.32E+05,3.84E+06,1.17E+00,0.00E+00,5.47E-01,1.00E+02,1.02E+07,1.18E+08,1.40E+00,2.92E+01,0.00E+00,0.00E+00,2.38E+01,3.80E+01,0.00E+00,3.76E+01,5.74E+00,0.00E+00,1.42E+07,1.65E+08,1.36E+06,1.57E+07,4.33E+01,2.34E-01,6.92E+01,0.00E+00,6.42E-02,,0.00E+00,3.65E-02,0.00E+00,3.39E-02,,0.00E+00,1.93E-02
828802300000,7.86E-02,1.27E+01,6.50E+08,2.77E+01,1.65E+09,2.88E+09,1.23E+09,7.56E+01,5.94E-02,3.78E-02,5.91E+01,4.65E-02,2.96E-02,1.46E+01,1.58E+00,3.55E+01,6.62E+03,1.86E+06,2.37E+07,6.62E+05,8.42E+06,1.01E+00,0.00E+00,3.42E-01,1.00E+02,8.55E+06,1.09E+08,1.15E+00,1.80E+01,0.00E+00,0.00E+00,3.46E+01,4.56E+01,0.00E+00,4.17E+01,1.05E+01,0.00E+00,9.84E+06,1.25E+08,1.89E+06,2.40E+07,5.22E+01,6.81E-01,7.22E+01,0.00E+00,5.94E-02,,0.00E+00,3.78E-02,0.00E+00,4.65E-02,,0.00E+00,2.96E-02
828802350000,1.29E-01,7.75E+00,6.50E+08,3.04E+01,1.77E+09,3.16E+09,1.39E+09,9.62E+01,1.24E-01,4.81E-02,5.08E+01,6.56E-02,2.54E-02,9.28E+00,1.71E+00,3.84E+01,1.08E+04,1.95E+06,1.51E+07,7.47E+05,5.79E+06,1.01E+00,0.00E+00,3.54E-01,1.00E+02,1.73E+07,1.34E+08,1.05E+00,1.29E+01,0.00E+00,0.00E+00,3.08E+01,4.40E+01,0.00E+00,4.17E+01,6.43E+00,0.00E+00,1.82E+07,1.41E+08,1.96E+06,1.52E+07,4.82E+01,2.02E+00,6.80E+01,0.00E+00,1.24E-01,,0.00E+00,4.81E-02,0.00E+00,6.56E-02,,0.00E+00,2.54E-02
828802400000,1.29E-01,7.75E+00,6.50E+08,2.10E+01,1.22E+09,2.18E+09,9.60E+08,6.54E+01,8.45E-02,3.27E-02,3.51E+01,4.53E-02,1.75E-02,9.33E+00,1.60E+00,4.08E+01,5.38E+03,1.96E+06,1.52E+07,7.98E+05,6.18E+06,1.01E+00,0.00E+00,2.32E-01,1.00E+02,1.07E+07,8.25E+07,1.02E+00,4.61E+00,0.00E+00,0.00E+00,4.89E+01,4.61E+01,0.00E+00,3.98E+01,6.81E+00,0.00E+00,1.09E+07,8.45E+07,1.98E+06,1.54E+07,4.66E+01,9.52E-01,5.63E+01,0.00E+00,8.45E-02,,0.00E+00,3.27E-02,0.00E+00,4.53E-02,,0.00E+00,1.75E-02
828802450000,1.73E-01,5.79E+00,6.50E+08,2.29E+01,1.19E+09,2.38E+09,1.18E+09,9.62E+01,1.66E-01,4.81E-02,5.09E+01,8.80E-02,2.55E-02,9.99E+00,4.22E+00,3.90E+00,2.13E+03,2.80E+06,1.62E+07,1.09E+05,6.33E+05,1.39E+00,0.00E+00,3.97E-01,1.00E+02,2.08E+07,1.20E+08,1.13E+00,1.19E+01,0.00E+00,0.00E+00,3.79E+01,2.80E+01,0.00E+00,4.94E+01,6.10E+00,0.00E+00,2.34E+07,1.36E+08,3.91E+06,2.26E+07,5.55E+01,9.62E-01,6.31E+01,0.00E+00,1.66E-01,,0.00E+00,4.81E-02,0.00E+00,8.80E-02,,0.00E+00,2.55E-02
828802500000,1.94E-01,5.15E+00,6.50E+08,1.72E+01,8.70E+08,1.78E+09,9.13E+08,7.74E+01,1.50E-01,3.87E-02,9.25E+01,1.80E-01,4.63E-02,1.48E+01,2.95E+00,4.84E+00,2.10E+03,4.67E+06,2.41E+07,2.26E+05,1.17E+06,1.37E+00,0.00E+00,6.44E-01,1.00E+02,1.66E+07,8.53E+07,1.66E+00,2.59E+01,0.00E+00,0.00E+00,4.15E+01,2.89E+01,0.00E+00,5.65E+01,9.20E+00,0.00E+00,2.75E+07,1.42E+08,6.42E+06,3.31E+07,6.57E+01,9.31E-01,4.29E+01,0.00E+00,1.50E-01,,0.00E+00,3.87E-02,0.00E+00,1.80E-01,,0.00E+00,4.63E-02
828802550000,1.94E-01,5.15E+00,6.50E+08,1.63E+01,8.13E+08,1.69E+09,8.76E+08,6.90E+01,1.34E-01,3.45E-02,9.14E+01,1.77E-01,4.57E-02,1.65E+01,2.90E+00,5.56E+00,2.08E+03,5.19E+06,2.67E+07,2.88E+05,1.49E+06,1.40E+00,0.00E+00,5.22E-01,1.00E+02,1.51E+07,7.80E+07,1.53E+00,2.23E+01,0.00E+00,0.00E+00,4.43E+01,2.81E+01,0.00E+00,5.08E+01,1.01E+01,0.00E+00,2.31E+07,1.19E+08,7.26E+06,3.74E+07,6.09E+01,6.55E-01,3.85E+01,0.00E+00,1.34E-01,,0.00E+00,3.45E-02,0.00E+00,1.77E-01,,0.00E+00,4.57E-02
828802600000,1.94E-01,5.15E+00,6.50E+08,3.17E+01,2.02E+09,3.30E+09,1.28E+09,6.82E+01,1.32E-01,3.41E-02,9.37E+01,1.82E-01,4.68E-02,2.02E+01,1.61E+00,3.78E+01,1.20E+04,6.35E+06,3.27E+07,2.40E+06,1.24E+07,1.02E+00,0.00E+00,6.27E-01,1.00E+02,1.64E+07,8.44E+07,1.59E+00,2.89E+01,0.00E+00,0.00E+00,2.71E+01,4.38E+01,0.00E+00,3.51E+01,1.41E+01,0.00E+00,2.61E+07,1.35E+08,6.48E+06,3.34E+07,4.91E+01,2.24E-01,8.17E+01,0.00E+00,1.32E-01,,0.00E+00,3.41E-02,0.00E+00,1.82E-01,,0.00E+00,4.68E-02
828802650000,9.67E-02,1.03E+01,6.50E+08,2.73E+01,1.54E+09,2.84E+09,1.30E+09,6.13E+01,5.93E-02,3.07E-02,6.07E+01,5.87E-02,3.04E-02,1.66E+01,1.73E+00,3.11E+01,4.32E+03,2.55E+06,2.70E+07,7.95E+05,8.41E+06,1.13E+00,0.00E+00,3.87E-01,1.00E+02,9.36E+06,9.90E+07,1.26E+00,2.38E+01,0.00E+00,0.00E+00,1.89E+01,3.92E+01,0.00E+00,2.26E+01,1.14E+01,0.00E+00,1.18E+07,1.25E+08,2.88E+06,3.04E+07,3.41E+01,2.94E-02,6.95E+01,0.00E+00,5.93E-02,,0.00E+00,3.07E-02,0.00E+00,5.87E-02,,0.00E+00,3.04E-02
828802700000,8.71E-02,1.15E+01,6.50E+08,1.96E+01,9.92E+08,2.04E+09,1.05E+09,9.15E+01,7.97E-02,4.58E-02,3.90E+01,3.40E-02,1.95E-02,6.71E+00,1.49E+00,4.01E+01,2.96E+03,9.50E+05,1.09E+07,3.81E+05,4.37E+06,1.02E+00,0.00E+00,3.37E-01,1.00E+02,8.73E+06,1.00E+08,1.16E+00,1.70E+01,0.00E+00,0.00E+00,4.95E+01,4.74E+01,0.00E+00,5.55E+01,5.07E+00,0.00E+00,1.01E+07,1.16E+08,9.69E+05,1.11E+07,6.05E+01,1.41E+00,5.94E+01,0.00E+00,7.97E-02,,0.00E+00,4.58E-02,0.00E+00,3.40E-02,,0.00E+00,1.95E-02
828802750000,6.09E-02,1.64E+01,6.50E+08,3.24E+01,1.92E+09,3.37E+09,1.45E+09,7.39E+01,4.50E-02,3.69E-02,6.72E+01,4.09E-02,3.36E-02,1.85E+01,1.61E+00,4.11E+01,1.07E+04,1.83E+06,3.01E+07,7.52E+05,1.24E+07,1.07E+00,0.00E+00,3.25E-01,1.00E+02,6.24E+06,1.03E+08,1.07E+00,1.31E+01,0.00E+00,0.00E+00,1.69E+01,4.07E+01,0.00E+00,1.78E+01,1.27E+01,0.00E+00,6.65E+06,1.09E+08,1.97E+06,3.23E+07,3.04E+01,1.87E-01,8.39E+01,0.00E+00,4.50E-02,,0.00E+00,3.69E-02,0.00E+00,4.09E-02,,0.00E+00,3.36E-02
828802800000,9.39E-02,1.07E+01,6.50E+08,2.23E+01,1.29E+09,2.32E+09,1.03E+09,9.25E+01,8.68E-02,4.62E-02,4.64E+01,4.36E-02,2.32E-02,7.73E+00,1.65E+00,4.59E+01,3.16E+03,1.18E+06,1.25E+07,5.41E+05,5.76E+06,1.02E+00,0.00E+00,2.83E-01,1.00E+02,9.19E+06,9.79E+07,1.10E+00,1.22E+01,0.00E+00,0.00E+00,4.99E+01,4.64E+01,0.00E+00,5.18E+01,5.71E+00,0.00E+00,1.01E+07,1.08E+08,1.20E+06,1.28E+07,5.75E+01,1.50E+00,6.31E+01,0.00E+00,8.68E-02,,0.00E+00,4.62E-02,0.00E+00,4.36E-02,,0.00E+00,2.32E-02
828802850000,1.03E-01,9.66E+00,6.50E+08,2.48E+01,1.28E+09,2.58E+09,1.29E+09,6.95E+01,7.19E-02,3.48E-02,4.37E+01,4.52E-02,2.18E-02,1.20E+01,1.55E+00,3.54E+01,5.60E+03,2.01E+06,1.94E+07,7.11E+05,6.88E+06,1.01E+00,0.00E+00,3.34E-01,1.00E+02,1.16E+07,1.12E+08,1.04E+00,1.15E+01,0.00E+00,0.00E+00,2.36E+01,4.61E+01,0.00E+00,2.65E+01,8.74E+00,0.00E+00,1.21E+07,1.17E+08,2.04E+06,1.97E+07,3.52E+01,6.70E-01,5.98E+01,0.00E+00,7.19E-02,,0.00E+00,3.48E-02,0.00E+00,4.52E-02,,0.00E+00,2.18E-02
828802900000,1.33E-01,7.51E+00,6.50E+08,2.18E+01,1.12E+09,2.26E+09,1.15E+09,9.39E+01,1.25E-01,4.69E-02,3.23E+01,4.30E-02,1.61E-02,5.09E+00,3.34E+00,7.91E+00,1.50E+03,1.10E+06,8.27E+06,8.71E+04,6.54E+05,1.41E+00,0.00E+00,4.52E-01,1.00E+02,1.56E+07,1.17E+08,1.18E+00,1.45E+01,0.00E+00,0.00E+00,3.62E+01,2.88E+01,0.00E+00,4.80E+01,3.24E+00,0.00E+00,1.84E+07,1.38E+08,1.55E+06,1.17E+07,5.13E+01,1.13E+00,6.31E+01,0.00E+00,1.25E-01,,0.00E+00,4.69E-02,0.00E+00,4.30E-02,,0.00E+00,1.61E-02
828802950000,1.45E-01,6.92E+00,6.50E+08,2.07E+01,1.04E+09,2.15E+09,1.10E+09,8.30E+01,1.20E-01,4.15E-02,9.16E+01,1.32E-01,4.58E-02,1.26E+01,2.22E+00,1.80E+01,1.82E+03,2.95E+06,2.04E+07,5.31E+05,3.68E+06,1.34E+00,0.00E+00,7.37E-01,1.00E+02,1.34E+07,9.25E+07,1.66E+00,3.09E+01,0.00E+00,0.00E+00,4.21E+01,3.09E+01,0.00E+00,6.21E+01,8.14E+00,0.00E+00,2.22E+07,1.53E+08,3.96E+06,2.74E+07,7.02E+01,5.70E-01,5.18E+01,0.00E+00,1.20E-01,,0.00E+00,4.15E-02,0.00E+00,1.32E-01,,0.00E+00,4.58E-02
828803000000,1.45E-01,6.92E+00,6.50E+08,3.03E+01,1.77E+09,3.15E+09,1.39E+09,7.69E+01,1.11E-01,3.84E-02,5.26E+01,7.60E-02,2.63E-02,1.49E+01,1.52E+00,4.20E+01,6.43E+03,3.49E+06,2.42E+07,1.47E+06,1.01E+07,1.02E+00,0.00E+00,3.61E-01,1.00E+02,1.56E+07,1.08E+08,1.10E+00,1.74E+01,0.00E+00,0.00E+00,1.86E+01,4.60E+01,0.00E+00,2.12E+01,1.09E+01,0.00E+00,1.72E+07,1.19E+08,3.55E+06,2.45E+07,3.21E+01,1.82E-01,8.16E+01,0.00E+00,1.11E-01,,0.00E+00,3.84E-02,0.00E+00,7.60E-02,,0.00E+00,2.63E-02
828803050000,2.11E-01,4.74E+00,6.50E+08,8.29E+00,4.95E+08,1.05E+09,5.51E+08,2.33E+01,4.91E-02,1.16E-02,1.54E+01,3.25E-02,7.71E-03,5.12E+00,3.43E+00,8.57E+00,1.43E+03,1.31E+06,1.01E+07,1.12E+05,8.66E+05,1.41E+00,0.00E+00,2.24E-01,1.00E+02,7.57E+06,5.85E+07,1.37E+00,6.82E+00,0.00E+00,0.00E+00,3.48E+01,2.88E+01,0.00E+00,2.21E+01,3.26E+00,0.00E+00,1.04E+07,8.02E+07,1.85E+06,1.43E+07,2.53E+01,7.27E-01,6.68E+01,0.00E+00,4.91E-02,,0.00E+00,1.16E-02,0.00E+00,3.25E-02,,0.00E+00,7.71E-03
828803100000,2.23E-01,4.48E+00,6.50E+08,1.23E+01,6.24E+08,1.35E+09,7.28E+08,4.68E+01,1.04E-01,2.34E-02,2.35E+01,5.24E-02,1.17E-02,8.57E+00,3.05E+00,6.97E+00,1.61E+03,2.77E+06,1.48E+07,1.93E+05,1.03E+06,1.41E+00,0.00E+00,5.10E-01,1.00E+02,1.24E+07,6.59E+07,1.72E+00,1.82E+01,0.00E+00,0.00E+00,4.05E+01,2.88E+01,0.00E+00,4.16E+01,5.44E+00,0.00E+00,2.13E+07,1.13E+08,3.90E+06,2.08E+07,4.71E+01,6.02E-01,5.10E+01,0.00E+00,1.04E-01,,0.00E+00,2.34E-02,0.00E+00,5.24E-02,,0.00E+00,1.17E-02
828803150000,2.23E-01,4.48E+00,6.50E+08,2.85E+01,1.64E+09,2.99E+09,1.35E+09,6.34E+01,1.41E-01,3.17E-02,6.62E+01,1.48E-01,3.31E-02,1.91E+01,1.63E+00,4.21E+01,5.62E+03,6.77E+06,3.13E+07,2.85E+06,1.32E+07,1.10E+00,0.00E+00,4.72E-01,1.00E+02,1.91E+07,8.81E+07,1.31E+00,2.02E+01,0.00E+00,0.00E+00,3.07E+01,4.01E+01,0.00E+00,3.39E+01,1.31E+01,0.00E+00,2.50E+07,1.16E+08,7.41E+06,3.43E+07,4.71E+01,3.59E-01,6.75E+01,0.00E+00,1.41E-01,,0.00E+00,3.17E-02,0.00E+00,1.48E-01,,0.00E+00,3.31E-02
828803200000,2.23E-01,4.48E+00,6.16E+08,2.09E+01,1.20E+09,2.25E+09,1.05E+09,5.10E+01,1.14E-01,2.55E-02,1.02E+01,2.27E-02,5.10E-03,3.71E+00,1.40E+00,7.49E+00,1.26E+03,8.70E+05,6.25E+06,6.52E+04,4.68E+05,1.05E+00,0.00E+00,3.44E-01,1.00E+02,1.52E+07,1.09E+08,1.12E+00,1.32E+01,0.00E+00,0.00E+00,2.50E+01,5.37E+01,0.00E+00,2.82E+01,3.29E+00,0.00E+00,1.70E+07,1.22E+08,9.18E+05,6.59E+06,3.15E+01,6.14E-01,7.78E+01,0.00E+00,1.14E-01,,0.00E+00,2.55E-02,0.00E+00,2.27E-02,,0.00E+00,5.10E-03
828803250000,2.25E-01,4.43E+00,4.64E+08,4.02E+00,2.41E+08,4.82E+08,2.41E+08,7.56E-01,1.71E-03,3.78E-04,6.09E+00,1.37E-02,3.04E-03,5.37E+00,6.02E+00,8.00E+00,9.96E+02,4.59E+05,1.01E+07,3.67E+04,8.05E+05,1.41E+00,0.00E+00,6.19E-03,1.00E+02,1.14E+05,2.51E+06,1.15E+00,1.40E-01,0.00E+00,0.00E+00,5.44E+01,2.87E+01,0.00E+00,1.31E+00,3.39E+00,0.00E+00,1.31E+05,2.88E+06,6.46E+05,1.42E+07,4.70E+00,2.09E-02,6.39E+01,0.00E+00,1.71E-03,,0.00E+00,3.78E-04,0.00E+00,1.37E-02,,0.00E+00,3.04E-03
828803300000,2.29E-01,4.37E+00,4.65E+08,1.07E+01,4.29E+08,9.54E+08,5.25E+08,3.92E+01,8.97E-02,1.96E-02,2.48E+01,5.67E-02,1.24E-02,8.43E+00,2.54E+00,9.95E+00,1.43E+03,1.97E+06,1.18E+07,1.97E+05,1.17E+06,1.41E+00,0.00E+00,1.18E-01,1.00E+02,9.63E+06,5.74E+07,9.98E-01,2.44E+00,0.00E+00,0.00E+00,4.57E+01,2.91E+01,0.00E+00,2.93E+01,5.42E+00,0.00E+00,9.61E+06,5.73E+07,2.79E+06,1.66E+07,3.47E+01,3.13E-01,5.74E+01,0.00E+00,8.97E-02,,0.00E+00,1.96E-02,0.00E+00,5.67E-02,,0.00E+00,1.24E-02
828803350000,2.29E-01,4.37E+00,4.00E+08,3.70E+01,1.46E+09,2.42E+09,9.52E+08,4.68E+01,1.07E-01,2.34E-02,8.44E+01,1.93E-01,4.22E-02,2.74E+01,1.58E+00,4.50E+01,3.09E+04,6.01E+06,2.79E+07,2.71E+06,1.26E+07,1.01E+00,0.00E+00,2.36E-01,1.00E+02,1.37E+07,6.35E+07,1.03E+00,1.38E+01,0.00E+00,0.00E+00,9.09E+00,4.44E+01,0.00E+00,9.09E+00,1.92E+01,0.00E+00,1.40E+07,6.52E+07,6.06E+06,2.81E+07,2.82E+01,2.28E-02,9.32E+01,0.00E+00,1.07E-01,,0.00E+00,2.34E-02,0.00E+00,1.93E-01,,0.00E+00,4.22E-02
828803400000,2.29E-01,4.37E+00,4.00E+08,2.09E+01,7.13E+08,1.33E+09,6.21E+08,9.18E+01,2.10E-01,4.59E-02,5.22E+01,1.19E-01,2.61E-02,5.32E+00,1.84E+00,7.61E+00,1.80E+03,1.22E+06,5.32E+06,9.26E+04,4.05E+05,1.03E+00,0.00E+00,7.18E-01,1.00E+02,1.65E+07,7.24E+07,1.49E+00,2.68E+01,0.00E+00,0.00E+00,3.91E+01,5.03E+01,0.00E+00,6.60E+01,4.32E+00,0.00E+00,2.47E+07,1.08E+08,1.26E+06,5.50E+06,7.03E+01,1.08E+00,6.44E+01,0.00E+00,2.10E-01,,0.00E+00,4.59E-02,0.00E+00,1.19E-01,,0.00E+00,2.61E-02
828803450000,2.29E-01,4.37E+00,4.00E+08,2.07E+01,7.11E+08,1.32E+09,6.13E+08,9.68E+01,2.21E-01,4.84E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.00E+00,3.39E-01,1.00E+02,1.60E+07,6.99E+07,1.05E+00,7.66E+00,0.00E+00,0.00E+00,3.94E+01,,0.00E+00,4.52E+01,0.00E+00,0.00E+00,1.68E+07,7.34E+07,0.00E+00,0.00E+00,4.52E+01,9.75E-01,6.62E+01,0.00E+00,2.21E-01,,0.00E+00,4.84E-02,0.00E+00,0.00E+00,,0.00E+00,0.00E+00
