"host time (us)","GPU PowerVR Series8XEP, GE8320, Device 0/Frame time","GPU PowerVR Series8XEP, GE8320, Device 0/Frames per second (FPS)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU clock speed","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory interface load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory read bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory total bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory write bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiler triangle load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiles per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangle ratio (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per draw","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Vertices per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/HSR efficiency (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP pixel load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP tiles in flight (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Overdraw","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Z load/store (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per pixel","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per vertex","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: compute (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: pixel (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: vertex (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Register overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shader processing load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texture overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texturing active (%)","Processes/PID 1313 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 5142 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 1313 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 5142 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1313 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 5142 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 1313 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 5142 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time"
3199050000,1.23E-01,8.11E+00,5.95E+08,2.56E+01,1.52E+09,2.44E+09,9.14E+08,9.46E+01,1.17E-01,4.73E-02,8.70E+01,1.07E-01,4.35E-02,1.01E+01,2.07E+00,3.84E+01,3.41E+04,1.85E+06,1.50E+07,7.11E+05,5.77E+06,1.01E+00,0.00E+00,2.78E-01,1.00E+02,1.03E+07,8.32E+07,1.02E+00,4.72E+00,0.00E+00,0.00E+00,5.68E+01,4.40E+01,0.00E+00,5.05E+01,6.99E+00,0.00E+00,1.05E+07,8.48E+07,1.86E+06,1.51E+07,5.75E+01,5.35E+00,6.83E+01,,1.17E-01,,4.73E-02,,1.07E-01,,4.35E-02
3199100000,1.23E-01,8.11E+00,5.90E+08,2.86E+01,1.49E+09,2.70E+09,1.21E+09,6.43E+01,7.93E-02,3.21E-02,3.83E+01,4.73E-02,1.92E-02,1.06E+01,2.02E+00,4.07E+01,5.14E+03,1.93E+06,1.56E+07,7.85E+05,6.37E+06,1.01E+00,8.53E+00,6.31E-01,1.00E+02,1.24E+07,1.00E+08,1.09E+00,8.93E+00,0.00E+00,0.00E+00,1.83E+01,4.62E+01,0.00E+00,2.11E+01,7.77E+00,0.00E+00,1.34E+07,1.09E+08,1.96E+06,1.59E+07,2.89E+01,4.62E-01,6.08E+01,,7.93E-02,,3.21E-02,,4.73E-02,,1.92E-02
3199150000,1.13E-01,8.86E+00,6.50E+08,1.80E+01,8.74E+08,1.87E+09,9.99E+08,9.54E+01,1.08E-01,4.77E-02,5.25E+01,5.93E-02,2.63E-02,6.53E+00,4.04E+00,5.34E+00,1.94E+03,1.20E+06,1.06E+07,6.39E+04,5.66E+05,1.41E+00,0.00E+00,3.00E-01,1.00E+02,1.25E+07,1.11E+08,1.01E+00,5.65E+00,0.00E+00,0.00E+00,5.88E+01,2.79E+01,0.00E+00,6.31E+01,4.00E+00,0.00E+00,1.26E+07,1.12E+08,1.68E+06,1.49E+07,6.71E+01,1.25E+00,5.21E+01,,1.08E-01,,4.77E-02,,5.93E-02,,2.63E-02
3199200000,1.09E-01,9.15E+00,6.50E+08,3.49E+01,2.07E+09,3.63E+09,1.55E+09,8.03E+01,8.78E-02,4.02E-02,8.33E+01,9.11E-02,4.17E-02,1.85E+01,2.09E+00,3.76E+01,8.24E+03,3.29E+06,3.01E+07,1.24E+06,1.13E+07,1.08E+00,2.45E-01,6.12E-01,1.00E+02,1.30E+07,1.19E+08,1.07E+00,9.92E+00,0.00E+00,0.00E+00,2.20E+01,4.04E+01,0.00E+00,2.69E+01,1.26E+01,0.00E+00,1.39E+07,1.27E+08,3.55E+06,3.25E+07,3.95E+01,1.61E+00,7.92E+01,,8.78E-02,,4.02E-02,,9.11E-02,,4.17E-02
3199250000,1.08E-01,9.26E+00,6.50E+08,2.07E+01,1.14E+09,2.16E+09,1.02E+09,9.48E+01,1.02E-01,4.74E-02,7.95E+01,8.59E-02,3.98E-02,8.04E+00,2.46E+00,1.18E+01,2.28E+03,1.41E+06,1.31E+07,1.67E+05,1.55E+06,1.18E+00,0.00E+00,6.42E-01,1.00E+02,1.11E+07,1.02E+08,1.51E+00,2.24E+01,0.00E+00,0.00E+00,4.32E+01,3.79E+01,0.00E+00,6.43E+01,5.62E+00,0.00E+00,1.67E+07,1.55E+08,1.66E+06,1.54E+07,7.00E+01,1.17E+00,6.10E+01,,1.02E-01,,4.74E-02,,8.59E-02,,3.98E-02
3199300000,1.07E-01,9.36E+00,6.50E+08,3.31E+01,1.98E+09,3.44E+09,1.45E+09,9.06E+01,9.68E-02,4.53E-02,9.63E+01,1.03E-01,4.82E-02,1.94E+01,2.11E+00,2.86E+01,5.64E+03,3.37E+06,3.16E+07,9.65E+05,9.03E+06,1.14E+00,0.00E+00,5.92E-01,1.00E+02,1.23E+07,1.15E+08,1.08E+00,1.38E+01,0.00E+00,0.00E+00,2.45E+01,3.76E+01,0.00E+00,2.92E+01,1.30E+01,0.00E+00,1.33E+07,1.24E+08,3.85E+06,3.60E+07,4.22E+01,1.59E+00,7.63E+01,,9.68E-02,,4.53E-02,,1.03E-01,,4.82E-02
3199350000,1.08E-01,9.27E+00,6.50E+08,2.13E+01,1.13E+09,2.21E+09,1.08E+09,9.51E+01,1.03E-01,4.75E-02,6.41E+01,6.92E-02,3.21E-02,8.14E+00,2.13E+00,2.95E+01,3.01E+03,1.43E+06,1.32E+07,4.21E+05,3.90E+06,1.10E+00,0.00E+00,5.19E-01,1.00E+02,1.05E+07,9.72E+07,1.35E+00,2.44E+01,0.00E+00,0.00E+00,4.63E+01,4.19E+01,0.00E+00,5.85E+01,5.83E+00,0.00E+00,1.42E+07,1.31E+08,1.56E+06,1.45E+07,6.43E+01,7.96E-01,5.98E+01,,1.03E-01,,4.75E-02,,6.92E-02,,3.21E-02
3199400000,1.09E-01,9.14E+00,6.50E+08,3.01E+01,1.76E+09,3.13E+09,1.38E+09,9.31E+01,1.02E-01,4.66E-02,9.46E+01,1.04E-01,4.73E-02,1.73E+01,2.12E+00,2.66E+01,5.30E+03,3.08E+06,2.81E+07,8.18E+05,7.47E+06,1.16E+00,0.00E+00,5.13E-01,1.00E+02,1.25E+07,1.14E+08,1.06E+00,1.38E+01,0.00E+00,0.00E+00,2.88E+01,3.66E+01,0.00E+00,3.34E+01,1.15E+01,0.00E+00,1.32E+07,1.21E+08,3.58E+06,3.27E+07,4.49E+01,1.63E+00,7.36E+01,,1.02E-01,,4.66E-02,,1.04E-01,,4.73E-02
3199450000,1.05E-01,9.52E+00,6.50E+08,2.28E+01,1.21E+09,2.37E+09,1.16E+09,9.55E+01,1.00E-01,4.78E-02,5.03E+01,5.28E-02,2.51E-02,7.55E+00,1.99E+00,4.61E+01,3.46E+03,1.29E+06,1.23E+07,5.95E+05,5.66E+06,1.02E+00,0.00E+00,6.80E-01,1.00E+02,1.05E+07,1.00E+08,1.46E+00,2.01E+01,0.00E+00,0.00E+00,3.86E+01,4.67E+01,0.00E+00,5.44E+01,5.60E+00,0.00E+00,1.54E+07,1.47E+08,1.31E+06,1.25E+07,6.00E+01,9.26E-01,6.29E+01,,1.00E-01,,4.78E-02,,5.28E-02,,2.51E-02
3199500000,9.14E-02,1.09E+01,6.50E+08,3.08E+01,1.75E+09,3.20E+09,1.46E+09,7.38E+01,6.75E-02,3.69E-02,8.29E+01,7.58E-02,4.15E-02,2.00E+01,2.10E+00,3.07E+01,4.84E+03,2.97E+06,3.25E+07,9.12E+05,9.97E+06,1.17E+00,1.60E+00,5.57E-01,1.00E+02,9.83E+06,1.07E+08,1.06E+00,1.12E+01,0.00E+00,0.00E+00,2.20E+01,3.61E+01,0.00E+00,2.41E+01,1.32E+01,0.00E+00,1.04E+07,1.14E+08,3.49E+06,3.81E+07,3.74E+01,3.21E-01,7.33E+01,,6.75E-02,,3.69E-02,,7.58E-02,,4.15E-02
3199550000,9.56E-02,1.05E+01,6.50E+08,2.21E+01,1.29E+09,2.30E+09,1.01E+09,9.50E+01,9.08E-02,4.75E-02,4.09E+01,3.91E-02,2.05E-02,6.35E+00,1.99E+00,3.36E+01,2.98E+03,9.87E+05,1.03E+07,3.32E+05,3.47E+06,1.02E+00,0.00E+00,5.88E-01,1.00E+02,9.24E+06,9.67E+07,1.35E+00,1.89E+01,0.00E+00,0.00E+00,4.16E+01,4.70E+01,0.00E+00,5.23E+01,4.75E+00,0.00E+00,1.25E+07,1.31E+08,1.00E+06,1.05E+07,5.70E+01,1.22E+00,6.24E+01,,9.08E-02,,4.75E-02,,3.91E-02,,2.05E-02
3199600000,1.03E-01,9.70E+00,6.50E+08,3.00E+01,1.64E+09,3.12E+09,1.49E+09,6.96E+01,7.18E-02,3.48E-02,8.15E+01,8.40E-02,4.07E-02,1.94E+01,2.11E+00,3.37E+01,5.56E+03,3.24E+06,3.14E+07,1.09E+06,1.06E+07,1.15E+00,0.00E+00,5.40E-01,1.00E+02,1.18E+07,1.15E+08,1.05E+00,1.07E+01,0.00E+00,0.00E+00,1.97E+01,3.73E+01,0.00E+00,2.29E+01,1.29E+01,0.00E+00,1.24E+07,1.21E+08,3.71E+06,3.60E+07,3.58E+01,5.90E-01,7.20E+01,,7.18E-02,,3.48E-02,,8.40E-02,,4.07E-02
3199650000,1.11E-01,9.00E+00,6.50E+08,2.13E+01,1.28E+09,2.21E+09,9.38E+08,9.22E+01,1.03E-01,4.61E-02,3.35E+01,3.72E-02,1.67E-02,5.20E+00,1.80E+00,3.14E+01,3.04E+03,9.40E+05,8.45E+06,2.95E+05,2.65E+06,1.02E+00,0.00E+00,5.94E-01,1.00E+02,1.09E+07,9.77E+07,1.33E+00,1.79E+01,0.00E+00,0.00E+00,4.10E+01,4.74E+01,0.00E+00,5.14E+01,3.93E+00,0.00E+00,1.45E+07,1.30E+08,9.58E+05,8.62E+06,5.53E+01,7.36E-01,6.14E+01,,1.03E-01,,4.61E-02,,3.72E-02,,1.67E-02
3199700000,1.33E-01,7.51E+00,6.50E+08,2.10E+01,1.22E+09,2.38E+09,1.16E+09,3.30E+01,4.39E-02,1.65E-02,4.12E+01,5.48E-02,2.06E-02,1.47E+01,2.14E+00,3.33E+01,5.63E+03,2.72E+06,2.61E+07,9.03E+05,8.67E+06,1.11E+00,0.00E+00,3.16E-01,1.00E+02,8.78E+06,8.43E+07,1.06E+00,7.25E+00,0.00E+00,0.00E+00,1.96E+01,3.86E+01,0.00E+00,1.55E+01,9.88E+00,0.00E+00,9.35E+06,8.97E+07,3.02E+06,2.90E+07,2.54E+01,2.13E-01,7.01E+01,,4.39E-02,,1.65E-02,,5.48E-02,,2.06E-02
3199750000,1.33E-01,7.51E+00,6.50E+08,2.39E+01,1.26E+09,2.49E+09,1.23E+09,9.47E+01,1.26E-01,4.74E-02,4.26E+01,5.67E-02,2.13E-02,8.46E+00,1.97E+00,4.47E+01,4.44E+03,1.83E+06,1.38E+07,8.19E+05,6.15E+06,1.02E+00,0.00E+00,5.54E-01,1.00E+02,1.49E+07,1.12E+08,1.13E+00,1.36E+01,0.00E+00,0.00E+00,4.19E+01,4.66E+01,0.00E+00,5.10E+01,6.26E+00,0.00E+00,1.68E+07,1.27E+08,1.86E+06,1.40E+07,5.72E+01,1.37E+00,6.39E+01,,1.26E-01,,4.74E-02,,5.67E-02,,2.13E-02
