"host time (us)","GPU PowerVR Series8XEP, GE8320, Device 0/Frame time","GPU PowerVR Series8XEP, GE8320, Device 0/Frames per second (FPS)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU clock speed","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory interface load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory read bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory total bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/GPU memory write bytes per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler active (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiler triangle load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Tiles per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangle ratio (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per draw","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles input per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Triangles output per second","GPU PowerVR Series8XEP, GE8320, Device 0/Tiler/Vertices per triangle","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/HSR efficiency (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP pixel load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/ISP tiles in flight (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Output pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Overdraw","GPU PowerVR Series8XEP, GE8320, Device 0/Renderer/Z load/store (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Compute kernels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per pixel","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Cycles per vertex","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: compute (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: pixel (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Processing load: vertex (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Register overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded pixels per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per frame","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shaded vertices per second","GPU PowerVR Series8XEP, GE8320, Device 0/Shader/Shader processing load (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texture overload (%)","GPU PowerVR Series8XEP, GE8320, Device 0/Texturing/Texturing active (%)","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 13922 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time per frame","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 13922 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Renderer time","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 13922 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time per frame","Processes/PID 1290 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time","Processes/PID 13922 ()/GPU PowerVR Series8XEP, GE8320, Device 0/Tiler time"
811499950000,7.62E-02,1.31E+01,6.50E+08,1.75E+01,6.91E+08,1.82E+09,1.12E+09,9.52E+01,7.26E-02,4.76E-02,1.35E+01,1.03E-02,6.73E-03,5.68E-01,6.13E+00,5.65E+01,6.79E+02,7.04E+04,9.23E+05,3.98E+04,5.22E+05,1.03E+00,0.00E+00,3.90E-01,1.00E+02,9.50E+06,1.25E+08,1.00E+00,7.71E+00,0.00E+00,0.00E+00,5.32E+01,4.42E+01,0.00E+00,6.39E+01,4.05E-01,0.00E+00,9.53E+06,1.25E+08,7.27E+04,9.53E+05,6.43E+01,2.05E+00,5.47E+01,,7.26E-02,,4.76E-02,,1.03E-02,,6.73E-03
811500000000,7.37E-02,1.36E+01,6.50E+08,2.16E+01,8.00E+08,2.25E+09,1.45E+09,9.02E+01,6.65E-02,4.51E-02,1.36E+01,1.00E-02,6.79E-03,6.52E-01,5.98E+00,5.40E+01,2.58E+02,7.81E+04,1.06E+06,4.21E+04,5.71E+05,1.16E+00,0.00E+00,7.11E-01,1.00E+02,1.18E+07,1.60E+08,1.04E+00,1.15E+01,0.00E+00,0.00E+00,3.66E+01,6.71E+01,0.00E+00,5.90E+01,7.90E-01,0.00E+00,1.24E+07,1.67E+08,9.03E+04,1.22E+06,5.98E+01,8.32E-01,5.20E+01,,6.65E-02,,4.51E-02,,1.00E-02,,6.79E-03
811500050000,1.17E-01,8.55E+00,6.50E+08,2.24E+01,9.88E+08,2.34E+09,1.35E+09,8.38E+01,9.80E-02,4.19E-02,5.47E+01,6.40E-02,2.74E-02,7.95E+00,2.46E+00,1.88E+01,8.42E+02,1.48E+06,1.29E+07,2.78E+05,2.43E+06,1.38E+00,0.00E+00,6.23E-01,1.00E+02,1.42E+07,1.24E+08,1.15E+00,1.59E+01,0.00E+00,0.00E+00,3.85E+01,3.15E+01,0.00E+00,5.28E+01,5.41E+00,0.00E+00,1.64E+07,1.43E+08,2.05E+06,1.79E+07,5.82E+01,8.67E-01,5.54E+01,,9.80E-02,,4.19E-02,,6.40E-02,,2.74E-02
811500100000,1.17E-01,8.55E+00,6.50E+08,2.06E+01,8.43E+08,2.15E+09,1.31E+09,8.52E+01,9.96E-02,4.26E-02,2.39E+01,2.80E-02,1.20E-02,2.03E+00,5.31E+00,3.46E+01,6.39E+02,3.80E+05,3.30E+06,1.31E+05,1.14E+06,1.21E+00,6.01E+00,9.16E-01,1.00E+02,1.53E+07,1.33E+08,1.35E+00,2.70E+01,0.00E+00,0.00E+00,3.69E+01,4.69E+01,0.00E+00,6.34E+01,1.81E+00,0.00E+00,2.06E+07,1.79E+08,4.61E+05,4.01E+06,6.52E+01,7.38E-01,5.15E+01,,9.96E-02,,4.26E-02,,2.80E-02,,1.20E-02
811500150000,1.01E-01,9.87E+00,6.50E+08,2.14E+01,8.57E+08,2.36E+09,1.50E+09,5.78E+01,5.85E-02,2.89E-02,2.44E+01,2.47E-02,1.22E-02,2.33E+00,5.65E+00,3.45E+01,5.66E+02,3.38E+05,4.01E+06,1.17E+05,1.38E+06,1.21E+00,1.09E+01,8.38E-01,1.00E+02,1.23E+07,1.46E+08,1.13E+00,1.77E+01,0.00E+00,0.00E+00,2.24E+01,4.69E+01,0.00E+00,3.34E+01,2.07E+00,0.00E+00,1.39E+07,1.64E+08,4.09E+05,4.85E+06,3.55E+01,6.31E-01,6.63E+01,,5.85E-02,,2.89E-02,,2.47E-02,,1.22E-02
811500200000,9.85E-02,1.02E+01,6.50E+08,1.87E+01,7.58E+08,1.94E+09,1.18E+09,9.38E+01,9.24E-02,4.69E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00,,0.00E+00,5.51E-01,1.00E+02,1.35E+07,1.37E+08,1.07E+00,1.19E+01,0.00E+00,0.00E+00,4.20E+01,,0.00E+00,5.93E+01,0.00E+00,0.00E+00,1.45E+07,1.47E+08,0.00E+00,0.00E+00,5.93E+01,1.49E+00,5.96E+01,,9.24E-02,,4.69E-02,,0.00E+00,,0.00E+00
811500250000,1.10E-01,9.08E+00,6.50E+08,1.43E+01,6.56E+08,1.80E+09,1.14E+09,1.88E+01,2.07E-02,9.40E-03,1.82E+01,2.00E-02,9.10E-03,4.00E+00,6.00E+00,2.42E+01,1.13E+03,4.73E+05,7.87E+06,1.14E+05,1.90E+06,1.23E+00,0.00E+00,3.54E-01,1.00E+02,7.97E+06,1.32E+08,1.00E+00,4.47E+00,0.00E+00,0.00E+00,1.43E+01,3.56E+01,0.00E+00,1.51E+01,2.75E+00,0.00E+00,7.96E+06,1.32E+08,5.83E+05,9.70E+06,1.78E+01,2.34E-01,7.20E+01,,2.07E-02,,9.40E-03,,2.00E-02,,9.10E-03
811500300000,1.12E-01,8.90E+00,6.47E+08,1.48E+01,5.55E+08,1.53E+09,9.79E+08,8.66E+01,9.73E-02,4.33E-02,6.83E+00,7.67E-03,3.41E-03,1.78E-01,4.87E+00,2.64E+01,8.67E+01,3.14E+04,2.89E+05,8.30E+03,7.62E+04,1.61E+00,0.00E+00,4.06E-01,1.00E+02,1.27E+07,1.16E+08,1.09E+00,1.31E+01,0.00E+00,0.00E+00,5.26E+01,1.18E+02,0.00E+00,6.47E+01,5.29E-01,0.00E+00,1.39E+07,1.28E+08,5.07E+04,4.66E+05,6.52E+01,1.20E+00,5.11E+01,,9.73E-02,,4.33E-02,,7.67E-03,,3.41E-03
811500350000,1.24E-01,8.08E+00,5.77E+08,1.66E+01,7.36E+08,1.70E+09,9.65E+08,4.17E+01,5.17E-02,2.09E-02,7.19E+00,8.90E-03,3.59E-03,2.16E+00,2.97E+00,2.04E+01,8.06E+02,3.15E+05,3.47E+06,6.44E+04,7.09E+05,1.41E+00,0.00E+00,4.90E-01,1.00E+02,1.03E+07,1.14E+08,1.12E+00,8.93E+00,0.00E+00,0.00E+00,1.46E+01,3.04E+01,0.00E+00,1.81E+01,1.45E+00,0.00E+00,1.16E+07,1.28E+08,4.44E+05,4.89E+06,1.96E+01,9.28E-02,7.41E+01,,5.17E-02,,2.09E-02,,8.90E-03,,3.59E-03
811500400000,1.33E-01,7.54E+00,6.50E+08,2.07E+01,9.92E+08,2.15E+09,1.16E+09,9.03E+01,1.20E-01,4.52E-02,7.63E+01,1.01E-01,3.81E-02,8.83E+00,3.13E+00,1.72E+01,9.18E+02,1.90E+06,1.44E+07,3.28E+05,2.47E+06,1.37E+00,0.00E+00,6.51E-01,1.00E+02,1.32E+07,9.96E+07,1.45E+00,2.55E+01,0.00E+00,0.00E+00,4.78E+01,3.17E+01,0.00E+00,6.65E+01,5.99E+00,0.00E+00,1.92E+07,1.45E+08,2.61E+06,1.96E+07,7.25E+01,6.38E-01,4.93E+01,,1.20E-01,,4.52E-02,,1.01E-01,,3.81E-02
